raw_text,aspectTerm,predicted_sentiment,inference_time
"We are from Italy, so we came for dinner here, it's a huge buffet. Jannat is very good at service. Her service amazed us. He gave us lots of information from this hotel which really make us helpful","buffet, service","positive, positive",0.4878091812133789
Food are good…. Service are extremely good…. Fully recommended place is this…. Jannat are very good at service,"Food, Service","positive, positive",0.49854230880737305
All foods are very good and also pastry item was just mouthwatering....... jannat are very good at service.... though we maintain hijab so always take care of it,"foods, pastry item, service","positive, positive, positive",0.7446479797363281
Seasonal taste is my most favourite place .... Their service and food quality are great .....jannat is very cooperative staff that we can say...,"service, food quality","positive, positive",0.5213253498077393
We come for the brunch its really worth it. Their food service are fully satisfied. Also our kids very enjoying their swimming pool. Thanks for the hospitality special tganks to jannat and mittela they are very good and welcoming,"brunch, food service, swimming pool, jannat, mittela","positive, positive, positive, positive, positive",1.2339503765106201
Very enjoyable variety of more than 180 items in dinner at westin dhaka. All items are very fresh & environment is also grand .I enjoyed the variety of delicious fishes & salad.,"dinner, items, environment, fishes, salad","positive, positive, positive, positive, positive",1.2373783588409424
"It was an amazing day here in the Westin, Dhaka. The foods are really delicious and mouth-watering. Specially I liked the lamb rib, and beef rolls. I recommend you to have dinner here with your family. Thanks to the cook who spend much time to...More","foods, lamb rib, beef rolls, dinner","positive, positive, positive, positive",0.9821426868438721
Sesonal taste Restaurant food just wow........... good service ........thanks great service to the restaurant staff,"service, food, service","positive, positive, positive",0.7180306911468506
Good food and good service as always Comparing other brunch seasonal tastes brunch is different so we enjoyed it. Specially thanks to jannat who help and describe us all.,"food, service, brunch","positive, positive, neutral",0.7312726974487305
excellent food.. excellent service. wonderful environment and ambience...we are hoping to come back again and again... overall satisfying thanks,"food, service, environment, ambience","positive, positive, positive, positive",0.9790258407592773
The food was great and the the service was very satisfactory. Jannat was speally humble and attentive.,"food, service","positive, positive",0.491513729095459
"It was satisfactory, the food quality was excellent and the servers were quite humble, specially Jannat, she was very attentive. And helpful","food quality, servers, servers","positive, positive, positive",0.7369074821472168
"Food was good specially Desert items,...... paprichat, and salad.....seasonal taste restaurant good place","Food, paprichat, salad, place","positive, positive, positive, positive",0.9671800136566162
Just Wow service... Food excellent.the best place seasonal taste restaurant. Mr. Rafique always active..special thanks ms Ishrat,"service, Food","positive, positive",0.5280253887176514
It’s really a delicious dinner after rtn fm USA The service are much more improved though Pandemic The stuffs are taking utmost care Special Thanks to Ishrat / Mahbub & Rafiq for taking care God bless Westin God bless the chefs,"service, stuffs, dinner, chefs","positive, positive, positive, positive",0.9868121147155762
Theis is 2nd time to enjoy with tastes Restaurant.Nice behaves. Friendly. Verry Cooperative. Miss you all back again,noaspectterm,neutral,0.2459709644317627
"This was my first visit to Seasonal Taste - Westin Dhaka and it turned out to be such an amazing dining experience. The food quality is super excellent overall - be it the starter menu, main entree, or dessert. The dining arrangement is outstanding and...More","food quality, starter menu, main entree, dessert, dining arrangement","positive, positive, positive, positive, positive",1.2566139698028564
Ishrat is really so kind and westin food also as per standard is pleasure for me to came thank u for your hospitality,"food, hospitality","positive, positive",0.48837733268737793
The Westin Dhaka at seasonal taste Restaurant . There ambiance food quality service specially ms Ishrat was great. She was help us to selected good food.. Thanks,"ambiance, food quality, service, food","positive, positive, positive, positive",1.0145556926727295
My wife and I enjoyed good food and great service at seasonal tastes of Westin. The hospitality team greeted us with smile and genuine Bangladeshi warmth. Maintained good hygiene and softly guided the guests through the Covid protocol. We wish the team success.,"food, service, hospitality team, hygiene, Covid protocol","positive, positive, positive, positive, positive",1.2228989601135254
"We have attended today, such a delightful experience it is. So nice the people around, with charming atmosphere, want to come back again with my family. Debasish","people, atmosphere","positive, positive",0.4926338195800781
"Wow, what a lovely service & food was very delicious. It's a lovely place to dine.specially the mutton nihari was excellent.","service, food, mutton nihari","positive, positive, positive",0.7438654899597168
"Excellent food quality. Excellent staffs. Environment is wonderful, live kitchen is just awesome, kebabs are fantastic.","food quality, staffs, environment, live kitchen, kebabs","positive, positive, positive, positive, positive",1.2342677116394043
"Restaurant is excellent💯👍, babies like the foods very much. European, continental and Japanese foods are always available. Staffs are very Friendly. Live kitchen is excellent.","European, continental and Japanese foods, Staffs, Live kitchen","positive, positive, positive, positive",0.9891831874847412
Seasonal taste restaurant Food was great. Loved the tempuras and sushis. And service was good……………..,"Food, tempuras, sushis, service","positive, positive, positive, positive",1.0107715129852295
